,ppreg4,ppmarit5,ppeducat,D1G,SL1,ppemploy,ED5,SL7,B10,ppagecat,ppgender,ppethm
7581,Midwest,Never married,High school graduate,No,No,Working part-time,Financial benefits are somewhat larger,No,6,25-34,Female,White
7582,South,Never married,College's degree,"Yes, as a part-time student",Yes,Not working,Financial costs are much larger,No response,9,18-24,Female,Black
7583,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,10 - Completely satisfied,35-44,Male,Other
7584,Midwest,Divorced,High school graduate,No,No,Working full-time,No response,No,2,55-64,Male,White
7585,South,Divorced,Bachelor's degree or higher,No,Yes,Working part-time,About the same,No response,7,55-64,Male,Other
7586,South,Now married,High school graduate,No,No,Working full-time,No response,No,9,35-44,Male,White
7587,South,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,35-44,Female,Hispanic
7588,Midwest,Divorced,No high school diploma,No,No,Not working,No response,No,2,35-44,Female,White
7589,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,8,65-74,Female,White
7590,Midwest,Separated,High school graduate,No,No,Not working,No response,No,0 - Not at all satisfied,45-54,Male,White
7591,West,Never married,High school graduate,"Yes, as a full-time student",Yes,Working part-time,Financial benefits are somewhat larger,No response,8,18-24,Female,Black
7592,South,Never married,High school graduate,No,No,Not working,No response,No,4,35-44,Female,Black
7593,Midwest,Now married,College's degree,No,No,Working full-time,Financial costs are somewhat larger,No,8,35-44,Male,White
7594,West,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,6,65-74,Male,White
7595,Northeast,Now married,No high school diploma,No,No,Working full-time,No response,No,5,35-44,Male,White
7596,South,Divorced,High school graduate,No,No,Working full-time,No response,No,5,35-44,Male,Black
7597,Northeast,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,5,65-74,Female,White
7598,South,Now married,High school graduate,No,No,Working full-time,No response,No,2,35-44,Male,White
7599,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,9,35-44,Female,White
7600,Northeast,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,5,25-34,Male,White
7601,Northeast,Widowed,College's degree,No,No,Not working,Financial benefits are somewhat larger,No,9,75+,Female,Black
7602,South,Now married,College's degree,No,No,Not working,Financial benefits are somewhat larger,No,10 - Completely satisfied,65-74,Female,Hispanic
7603,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,3,35-44,Female,Hispanic
7604,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,3,25-34,Male,White
7605,South,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,10 - Completely satisfied,45-54,Female,White
7606,Northeast,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,25-34,Male,White
7607,South,Now married,College's degree,"Yes, as a part-time student",Yes,Not working,No response,No response,2,25-34,Female,White
7608,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,45-54,Male,White
7609,West,Never married,College's degree,No,No,Working full-time,About the same,No,7,25-34,Male,White
7610,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,8,65-74,Male,White
7611,Northeast,Now married,College's degree,No,Yes,Working full-time,No response,No response,5,35-44,Female,Black
7612,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,6,55-64,Male,White
7613,West,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,35-44,Male,Hispanic
7614,South,Never married,High school graduate,No,No,Working full-time,No response,No,7,25-34,Female,Hispanic
7615,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,7,55-64,Female,White
7616,Midwest,Never married,High school graduate,No,No,Working full-time,About the same,No,4,35-44,Female,White
7617,West,Now married,High school graduate,No,No,Working full-time,No response,No,8,55-64,Male,Hispanic
7618,South,Never married,College's degree,"Yes, as a full-time student",Yes,Working full-time,No response,No response,10 - Completely satisfied,35-44,Female,Black
7619,Northeast,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Male,White
7620,South,Never married,High school graduate,No,No,Not working,About the same,No,5,25-34,Female,White
7621,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,35-44,Male,Black
7622,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,35-44,Male,Other
7623,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,55-64,Male,White
7624,Midwest,Never married,College's degree,No,No,Working full-time,About the same,No,2,35-44,Male,White
7625,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,35-44,Male,Hispanic
7626,West,Widowed,High school graduate,No,No,Not working,About the same,No,4,65-74,Male,White
7627,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,5,55-64,Female,White
7628,Midwest,Now married,High school graduate,No,No,Not working,No response,No,9,65-74,Female,White
7629,South,Now married,College's degree,No,No,Working full-time,No response,Yes,8,55-64,Female,White
7630,South,Never married,College's degree,"Yes, as a full-time student",Yes,Working full-time,No response,No response,9,18-24,Male,White
7631,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,35-44,Male,Other
7632,Midwest,Divorced,High school graduate,No,No,Not working,About the same,Yes,3,75+,Female,White
7633,West,Widowed,Bachelor's degree or higher,No,No,Working part-time,No response,No,3,55-64,Female,White
7634,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,55-64,Female,White
7635,Northeast,Never married,High school graduate,No,No,Not working,No response,No,5,35-44,Male,White
7636,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,10 - Completely satisfied,65-74,Female,Other
7637,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,35-44,Male,Other
7638,Northeast,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,7,65-74,Male,White
7639,South,Divorced,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Female,White
7640,Midwest,Divorced,Bachelor's degree or higher,No,No,Not working,No response,Yes,6,65-74,Female,White
7641,South,Now married,College's degree,No,No,Not working,About the same,No,6,65-74,Male,White
7642,Midwest,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,25-34,Male,White
7643,Northeast,Now married,High school graduate,No,No,Not working,No response,No,6,65-74,Female,White
7644,Midwest,Never married,High school graduate,No,No,Not working,No response,No,3,25-34,Female,White
7645,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,3,45-54,Male,Other
7646,West,Now married,College's degree,No,No,Working full-time,Financial benefits are much larger,No,9,65-74,Male,Other
7647,West,Divorced,No high school diploma,No,No,Working part-time,No response,No,5,65-74,Female,White
7648,South,Never married,High school graduate,No,No,Not working,No response,No,9,35-44,Male,White
7649,Midwest,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,55-64,Male,White
7650,Northeast,Now married,College's degree,"Yes, as a part-time student",Yes,Working part-time,No response,No response,5,25-34,Female,White
7651,South,Separated,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,5,65-74,Female,White
7652,Midwest,Now married,College's degree,No,No,Working part-time,No response,Yes,8,45-54,Female,White
7653,Midwest,Now married,High school graduate,No,No,Not working,No response,No,10 - Completely satisfied,65-74,Female,White
7654,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Female,White
7655,South,Never married,No high school diploma,No,No,Working part-time,No response,No,4,45-54,Male,Black
7656,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,10 - Completely satisfied,25-34,Male,White
7657,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Male,White
7658,Midwest,Now married,High school graduate,No,No,Not working,No response,No,7,65-74,Female,White
7659,South,Now married,Bachelor's degree or higher,"Yes, as a full-time student",No,Working full-time,No response,No,2,25-34,Male,Black
7660,South,Never married,Bachelor's degree or higher,"Yes, as a full-time student",Yes,Not working,No response,No response,7,25-34,Female,White
7661,Midwest,Never married,College's degree,No,No,Not working,Financial benefits are much larger,No,8,55-64,Female,Hispanic
7662,South,Now married,College's degree,No,No,Working part-time,No response,No,10 - Completely satisfied,55-64,Female,White
7663,West,Now married,College's degree,No,No,Not working,No response,Yes,8,35-44,Female,White
7664,South,Never married,High school graduate,No,No,Not working,No response,No,2,25-34,Female,Other
7665,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,65-74,Female,White
7666,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,7,65-74,Male,White
7667,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,65-74,Male,White
7668,Midwest,Never married,High school graduate,"Yes, as a full-time student",Yes,Not working,Financial benefits are somewhat larger,No response,4,18-24,Male,White
7669,Northeast,Never married,High school graduate,No,No,Not working,No response,No,3,45-54,Male,White
7670,Midwest,Never married,College's degree,No,No,Working full-time,Financial costs are much larger,No,10 - Completely satisfied,35-44,Male,Other
7671,West,Never married,High school graduate,No,No,Not working,Financial costs are much larger,No,2,25-34,Male,White
7672,Midwest,Now married,College's degree,No,Yes,Working full-time,Financial benefits are much larger,No response,8,55-64,Female,White
7673,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,25-34,Male,White
7674,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,10 - Completely satisfied,55-64,Male,White
7675,Northeast,Widowed,College's degree,No,No,Not working,Financial costs are somewhat larger,No,3,65-74,Female,White
7676,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,45-54,Female,Black
7677,Midwest,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,4,65-74,Male,White
7678,West,Now married,High school graduate,No,No,Not working,No response,No,9,65-74,Male,Hispanic
7679,South,Widowed,Bachelor's degree or higher,No,No,Not working,No response,Yes,5,75+,Male,White
7680,Midwest,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,5,65-74,Male,White
7681,West,Now married,College's degree,No,Yes,Working full-time,No response,No response,8,35-44,Male,White
7682,South,Divorced,College's degree,No,No,Working full-time,About the same,No,7,45-54,Male,Black
7683,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,5,45-54,Male,White
7684,West,Now married,High school graduate,No,No,Not working,No response,No,4,35-44,Male,Other
7685,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,65-74,Male,Other
7686,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,9,45-54,Male,White
7687,West,Never married,No high school diploma,No,No,Working part-time,No response,No,4,25-34,Female,White
7688,Northeast,Separated,No high school diploma,No,No,Not working,No response,No,10 - Completely satisfied,55-64,Female,White
7689,Northeast,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,45-54,Male,White
7690,South,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,45-54,Female,White
